"asv_temp_id"	"blast_pass"	"accession"	"annotation"	"tax_id_species"	"pident"	"evalue"	"score"
"0181fdd0e0da500dca7a89d0997a6bba"	TRUE	"NR_112231.1"	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Methylorubrum;s__Methylorubrum extorquens"	408	100	1.93e-174	330
"019eace093d2b41083f77f0fba8a1c5a"	FALSE	"NR_125464.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerobacterium;s__Anaerobacterium chartisolvens"	1297424	88.485	5.89e-110	214
"01b27e750b204094b371bd4872c79dfd"	FALSE	"NR_044675.2"	"k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma;s__Anaeroplasma bactoclasticum"	2088	92.905	1.43e-120	233
"01bedf81cdfb752b7627ad1eb5199501"	FALSE	"NR_180822.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Bilifractor;s__Bilifractor porci"	2606636	92.308	1.33e-79	159
"01c1754f4db429a2626108280324483b"	FALSE	"NR_043680.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster aldenensis"	358742	95.77	1.2e-151	289
"01c2c87bd7b2e37940f169a190ea0f60"	TRUE	"NR_029050.1"	"k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas palleroniana"	191390	100	5.37e-175	331
"01e5ba125c75a2f09e4bc580b08b671a"	FALSE	"NR_125464.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerobacterium;s__Anaerobacterium chartisolvens"	1297424	88.788	1.27e-111	217
"01ebb6a09e43125166668dd7a138194a"	TRUE	"NR_148815.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Paraclostridium;s__Paraclostridium benzoelyticum"	1629550	100	6.91e-174	329
"01eef3dbad8ac2c5514aae9a90184281"	TRUE	"NR_179276.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter butyricigenes"	2316025	97.583	1.18e-161	307
"020c00439697d40d7396a0fa897569b3"	TRUE	"NR_117294.1"	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium radiodurans"	661398	100	4.18e-176	333
"020c3c70117d8c93ceeb9af3ec48d457"	FALSE	"NR_117905.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor muris"	879566	92.537	2.65e-133	256
"0230c5002b249bacc6bbf7da8d434b86"	FALSE	"NR_181358.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena absiana"	2788944	95	8.55e-133	255
"0232cc6c228380df296879f88431e280"	FALSE	"NR_119280.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus casseliflavus"	37734	86.207	9.91e-47	100
"02536d4e8a22df89244a0353fbbda720"	FALSE	"NR_125451.1"	"k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Lactivibrio;s__Lactivibrio alcoholicus"	760261	95.918	6.63e-15	43
"027ada85e8c066ca5ad7aedbe0f35e04"	TRUE	"NR_025312.1"	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Aquamicrobium;s__Aquamicrobium lusatiense"	89772	100	1.93e-174	330
"027edb18461496b7c4b039187b3d471e"	FALSE	"NR_028726.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora algidixylanolytica"	94868	95.77	1.2e-151	289
"029912d83289523384800a2c9cd4c823"	FALSE	"NR_027553.1"	"k__Bacteria;p__Pseudomonadota;c__Oligoflexia;o__Bdellovibrionales;f__Pseudobdellovibrionaceae;g__Bdellovibrio;s__Bdellovibrio bacteriovorus"	959	96.073	9.28e-153	291
"029a1a5df217ca34df7abd11b4134e59"	TRUE	"NR_116162.1"	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Neorhizobium;s__Neorhizobium alkalisoli"	528178	99.697	8.96e-173	327
"02ad6bc2b87f45d3f5260b1961ab2cd6"	TRUE	"NR_042600.1"	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Brucellaceae;g__Brucella;s__Brucella rhizosphaerae"	571254	97.879	9.09e-163	309
"02b281c6e31c61273700051d4cda711d"	FALSE	"NR_117812.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus"	1579	99.444	1.38e-89	177
"02d30be6886c5480a4dab4736b573930"	FALSE	"NR_178255.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Fusimonas;s__Fusimonas intestini"	1408099	94.88	3.36e-147	281
"03152a4b116dd8901e1cdd13423129f6"	FALSE	"NR_179173.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium fessum"	2126740	94.578	5.61e-145	277
"034c37f3467e683b50a398ff36cb1518"	TRUE	"NR_179426.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__;g__Intestinimonas;s__Intestinimonas gabonensis"	1702285	97.885	2.54e-163	310
"036c3208340b971eccb7c4a029397f2f"	FALSE	"NR_024917.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] methoxybenzovorans"	1286820	96.073	2.57e-153	292
"0373b97b9637058378474fe935f3000f"	FALSE	"NR_179626.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Massiliimalia;s__Massiliimalia timonensis"	1987501	95.152	9.28e-148	282
"038c976f12c9a034e3a90238c2eb114d"	TRUE	"NR_041045.1"	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Plantibacter;s__Plantibacter auratus"	272914	100	4.18e-176	333
"039c086ba22dbfa460b930424096f9ba"	TRUE	"NR_180566.1"	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium cavarae"	2528239	100	1.93e-174	330
"03daeabc893a3349841eb316f32d2269"	FALSE	"NR_117905.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor muris"	879566	91.291	1.24e-126	244
"04119871c576041e9e5a1997739733cd"	FALSE	"NR_118156.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter ruminantium"	1007096	95.166	2.59e-148	283
"041478116a12b7aa7114dc456804405b"	FALSE	"NR_144608.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Cuneatibacter;s__Cuneatibacter caecimuris"	1796618	94.311	2.61e-143	274
"042f3762984f9f3261f0b28e58710bd0"	TRUE	"NR_074663.1"	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium glutamicum"	1718	100	4.18e-176	333
"047a40309469d89e9e84fee4335cbd0b"	TRUE	"NR_116162.1"	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Neorhizobium;s__Neorhizobium alkalisoli"	528178	99.697	8.96e-173	327
"048dce97ff861b4fc7c292b54900d158"	TRUE	"NR_181198.1"	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis"	2735723	98.75	1.48e-119	231
"0493057e10d85b7d407bb84880d7fa34"	FALSE	"NR_181392.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Simiaoa;s__Simiaoa hominis"	2763665	93.675	1.57e-140	269
"0495088b54c2a0888cdf8e5820e8384e"	TRUE	"NR_044214.1"	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Devosiaceae;g__Devosia;s__Devosia chinhatensis"	429727	99.091	1.94e-169	321
"049b207cdb491466806eaac65d211658"	FALSE	"NR_147396.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lachnoclostridium;s__Lachnoclostridium pacaense"	1917870	95.468	5.57e-150	286
"04a9e4f5a76535664e37f4a7ebd32100"	FALSE	"NR_026347.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium isatidis"	182773	97.98	1.4e-94	186
"04ab2de2619bc212487ae77cc06246ad"	FALSE	"NR_146673.1"	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Mumia;s__Mumia xiangluensis"	1678900	96.697	9.24e-158	300
"04b385ed1930e1199caddad6ff41d08c"	FALSE	"NR_173642.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcoides;s__Ruminococcoides bili"	2678306	93.921	5.66e-140	268
"04e9e07306b9739085f1c3f55534af11"	FALSE	"NR_179330.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas coprocola"	2714355	95.956	7.44e-124	239
"04ec4a7dcd46ff99cdaeccf246fea778"	FALSE	"NR_134171.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Salinithrix;s__Salinithrix halophila"	1485204	88.328	7.65e-104	203
"04f1017d14dbdf20521292ae98cb68a5"	TRUE	"NR_179276.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter butyricigenes"	2316025	98.387	5.15e-155	295
"04f17fc90a5db000113b10709f9d6a3a"	TRUE	"NR_044375.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Saccharibacillus;s__Saccharibacillus sacchari"	456493	100	1.93e-174	330
"04fbf9ba662df0156a373a7d0a8e6f7f"	TRUE	"NR_102936.1"	"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella parvula"	521095	99.39	5.36e-170	322
"0508f24b33aefe51b81d604e086c1c0c"	FALSE	"NR_180797.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium porci"	2605778	96.375	5.53e-155	295
"050ef441d7b4559ef4b042c410212b0e"	TRUE	"NR_156919.1"	"k__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium cellulitidis"	1768011	100	2.48e-173	328
"0519e15d1d437b4490921dfaa6de59ab"	TRUE	"NR_104277.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus daejeonensis"	135193	99.698	2.5e-173	328
"0534945e9e1655a43c8c2a183be4f28f"	FALSE	"NR_117905.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor muris"	879566	92.492	2.65e-133	256
"0536284bf635186f492d7c537f44d108"	TRUE	"NR_116747.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis"	1298596	97.289	5.49e-160	304
"053a2310704289edab7b16e3a5c93380"	TRUE	"NR_178255.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Fusimonas;s__Fusimonas intestini"	1408099	97.289	1.53e-160	305
"054f65da669ac1814c0345e457ff93b3"	FALSE	"NR_179173.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium fessum"	2126740	94.578	5.61e-145	277
"05679f7f725fc1142f5a3eb0e59d10d2"	TRUE	"NR_181880.1"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sangeribacter;s__Sangeribacter muris"	2880703	99.396	1.16e-171	325
"058cff41e78e84d23d6b6f80d83c88ff"	TRUE	"NR_074436.1"	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila"	239935	100	0	348
"0590c5d4d15cd74838e48e7d64127b31"	FALSE	"NR_102884.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus champanellensis"	213810	93.051	4.37e-136	261
"05a819ff579f5e2837ab9a8829a06465"	FALSE	"NR_179531.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Marseillibacter;s__Marseillibacter massiliensis"	1852369	94.895	1.21e-146	280
"05cb0bc4e3eb81957d8bd161a234bc2c"	TRUE	"NR_181198.1"	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis"	2735723	99.573	1.44e-119	231
"05dfef72696799bc57e6ac7804f24ba8"	FALSE	"NR_044645.2"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans"	39486	94.864	3.35e-147	281
"05fdfce003a9ff4e3e584eec2cdbd4b5"	FALSE	"NR_156080.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix alysoides"	1469948	95.195	7.22e-149	284
"06014bafb4db6f3673399295b7dd2f35"	TRUE	"NR_181263.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena faecalis"	2726362	98.14	4.8e-104	203
"0611d3f59e495122869a51eb3db8f964"	FALSE	"NR_074397.1"	"k__Bacteria;p__Chloroflexota;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea;s__Caldilinea aerophila"	926550	84.731	4.73e-91	180
"0625baaa6d6edc748260e716624da7d4"	FALSE	"NR_181393.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Jutongia;s__Jutongia hominis"	2763664	95.468	5.57e-150	286
"06273d53afffcd41f304266d77906900"	FALSE	"NR_179296.1"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes dispar"	2585119	95.904	6.45e-134	257
"062fa91d7545d9dca015120dee0e401f"	FALSE	"NR_179296.1"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes dispar"	2585119	96.396	3e-101	198
"063744fa1792fe9f865e0c4f05c9e21d"	TRUE	"NR_075051.2"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri"	324831	100	2.06e-102	200
"063fce938a49c279d4fa3ce3c25843d2"	TRUE	"NR_044375.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Saccharibacillus;s__Saccharibacillus sacchari"	456493	100	5.01e-160	304
"0645075d663c1bc0c118acdb123c6258"	TRUE	"NR_113335.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum"	1613	100	1.5e-175	332
"06490500c19524fb61a06c63a383496c"	FALSE	"NR_125464.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerobacterium;s__Anaerobacterium chartisolvens"	1297424	89.286	1.48e-95	188
"065d03c5908f54b5c09da9c02371accb"	TRUE	"NR_152013.1"	"k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter agilis"	1353888	100	4.75e-150	286
"06738d8188a3ce0dfecc28663f49da53"	FALSE	"NR_044713.2"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Acetitomaculum;s__Acetitomaculum ruminis"	2382	94.578	1.21e-146	280
"06896deaa2df872e8b51b9edb47a4ab8"	TRUE	"NR_074436.1"	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila"	239935	99.43	0	344
"06d45e1381342fe03169b43c39ea6816"	FALSE	"NR_173632.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Novisyntrophococcus;s__Novisyntrophococcus fermenticellae"	2068655	95.166	2.59e-148	283
"0706906016800265036377a39e46906b"	TRUE	"NR_075051.2"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri"	324831	100	2.99e-142	272
"070fa29977f805abf99bc8e256cdfe12"	TRUE	"NR_075051.2"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri"	324831	100	1.29e-145	278
"0720260e138c007da6fdc6c64921d13e"	TRUE	"NR_173546.1"	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Corynebacteriales;f__Nocardiaceae;g__Antrihabitans;s__Antrihabitans stalactiti"	2584121	100	4.18e-176	333
"073c3e1d07ac31fbc3ea728c9d59b8e8"	FALSE	"NR_042832.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia faecis"	301302	90.937	5.77e-125	241
"0759f2fa05944b1f868a40e9fab56c02"	TRUE	"NR_181395.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Qiania;s__Qiania dongpingensis"	2763669	97.289	1.53e-160	305
"078f34a07d7c5fe0f9aae7a5a8df94e7"	FALSE	"NR_178255.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Fusimonas;s__Fusimonas intestini"	1408099	96.386	1.54e-155	296
"079ec0c68673c967ff520369821161c3"	FALSE	"NR_179559.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Angelakisella;s__Angelakisella massiliensis"	1871018	95.468	2e-149	285
"07b4d9fab0b119fee21cc1bdf8285327"	TRUE	"NR_148779.1"	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Promicromonosporaceae;g__Promicromonospora;s__Promicromonospora alba"	1616110	99.7	1.95e-174	330
"07c32da28d37c6ab7203042628a4ecae"	TRUE	"NR_118013.1"	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides lianchengensis"	1045774	100	4.18e-176	333
"07ebfb812a24fa4691613c93da1b39ac"	FALSE	"NR_113989.1"	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Metabacillus;s__Metabacillus fastidiosus"	1458	77.099	2.32e-34	78
"07ed051ed64ad93e1bd31ce9e3f0dcca"	FALSE	"NR_179976.1"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum intestinale"	2094151	93.958	1.21e-141	271
"07eff6104f77f98c19bc76b42b955b69"	FALSE	"NR_181383.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Luoshenia;s__Luoshenia tenuis"	2763654	91.941	5.95e-105	205
"07fd8c0c4ea60e1abe7940f65db736b4"	FALSE	"NR_144736.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Neglectibacter;s__Neglectibacter timonensis"	1776382	96.677	1.19e-156	298
"08086d1c4ceb06e6dedc59fb60d80122"	FALSE	"NR_125464.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerobacterium;s__Anaerobacterium chartisolvens"	1297424	88.45	5.89e-110	214
"080fc8ce1b13b4cdfe102f208664c097"	TRUE	"NR_115996.1"	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium soli"	1368429	100	1.93e-174	330
"0853800deb7219feffa64c42e0067a5c"	FALSE	"NR_180563.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__Ruminiclostridium herbifermentans"	2488810	89.058	2.72e-113	220
"086e03b8b3b3aab02a74bfee48279145"	FALSE	"NR_179975.1"	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris"	2094150	94.864	1.21e-146	280
"08afff4769db771bb47531611cea0e2c"	FALSE	"NR_116863.1"	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes butyraticus"	645466	95.556	3.19e-142	272
