"ASVId"	"taxid"	"accession"	"species"	"query_length"	"align_length"	"nident"	"pident"	"bitscore"	"evalue"	"score"	"tax_id_species"	"taxon"	"species_short"	"name"	"length_ratio"	"pident_97"	"length_ratio_1.1"	"passed"
"039c086ba22dbfa460b930424096f9ba"	2528239	"NR_180566.1"	"Agrobacterium cavarae strain RZME10 16S ribosomal RNA, partial sequence"	330	330	330	100	610	1.93e-174	330	2528239	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium cavarae"	"Agrobacterium_cavarae"	"Agrobacterium_cavarae;330;100"	1	TRUE	TRUE	TRUE
"042f3762984f9f3261f0b28e58710bd0"	1718	"NR_074663.1"	"Corynebacterium glutamicum strain ATCC 13032 16S ribosomal RNA, partial sequence"	333	333	333	100	616	4.18e-176	333	1718	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium glutamicum"	"Corynebacterium_glutamicum"	"Corynebacterium_glutamicum;333;100"	1	TRUE	TRUE	TRUE
"047a40309469d89e9e84fee4335cbd0b"	528178	"NR_116162.1"	"Neorhizobium alkalisoli strain CCBAU 01393 16S ribosomal RNA, partial sequence"	330	330	329	99.697	604	8.96e-173	327	528178	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Neorhizobium;s__Neorhizobium alkalisoli"	"Neorhizobium_alkalisoli"	"Neorhizobium_alkalisoli;Neorhizobium_galegae;Neorhizobium_huautlense;Neorhizobium_vignae;Rhizobium_mongolense;Rhizobium_panacihumi;330;99.697"	1	TRUE	TRUE	TRUE
"048dce97ff861b4fc7c292b54900d158"	2735723	"NR_181198.1"	"Turicibacter bilis strain MMM721 16S ribosomal RNA, partial sequence"	240	240	237	98.75	427	1.48e-119	231	2735723	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis"	"Turicibacter_bilis"	"Turicibacter_bilis;240;98.75"	1	TRUE	TRUE	TRUE
"0495088b54c2a0888cdf8e5820e8384e"	429727	"NR_044214.1"	"Devosia chinhatensis strain IPL18 16S ribosomal RNA, partial sequence"	330	330	327	99.091	593	1.94e-169	321	429727	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Devosiaceae;g__Devosia;s__Devosia chinhatensis"	"Devosia_chinhatensis"	"Devosia_chinhatensis;Devosia_oryziradicis;Devosia_yakushimensis;330;99.091"	1	TRUE	TRUE	TRUE
"04f1017d14dbdf20521292ae98cb68a5"	2316025	"NR_179276.1"	"Mediterraneibacter butyricigenes strain KCTC 15684 16S ribosomal RNA, partial sequence"	310	310	305	98.387	545	5.15e-155	295	2316025	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter butyricigenes"	"Mediterraneibacter_butyricigenes"	"Mediterraneibacter_butyricigenes;310;98.387"	1	TRUE	TRUE	TRUE
"04f17fc90a5db000113b10709f9d6a3a"	456493	"NR_044375.1"	"Saccharibacillus sacchari strain GR21 16S ribosomal RNA, partial sequence"	330	330	330	100	610	1.93e-174	330	456493	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Saccharibacillus;s__Saccharibacillus sacchari"	"Saccharibacillus_sacchari"	"Saccharibacillus_sacchari;330;100"	1	TRUE	TRUE	TRUE
"04fbf9ba662df0156a373a7d0a8e6f7f"	521095	"NR_102936.1"	"Lancefieldella parvula DSM 20469 16S ribosomal RNA, partial sequence"	328	328	326	99.39	595	5.36e-170	322	521095	"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella parvula"	"Lancefieldella_parvula"	"Lancefieldella_parvula;328;99.39"	1	TRUE	TRUE	TRUE
"050ef441d7b4559ef4b042c410212b0e"	1768011	"NR_156919.1"	"Sphingobacterium cellulitidis strain LMG 28764 16S ribosomal RNA, partial sequence"	328	328	328	100	606	2.48e-173	328	1768011	"k__Bacteria;p__Bacteroidota;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium cellulitidis"	"Sphingobacterium_cellulitidis"	"Sphingobacterium_cellulitidis;Sphingobacterium_mizutaii;328;100"	1	TRUE	TRUE	TRUE
"0519e15d1d437b4490921dfaa6de59ab"	135193	"NR_104277.1"	"Paenibacillus daejeonensis strain AP-20 16S ribosomal RNA, partial sequence"	331	331	330	99.698	606	2.5e-173	328	135193	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus daejeonensis"	"Paenibacillus_daejeonensis"	"Paenibacillus_daejeonensis;331;99.698"	1	TRUE	TRUE	TRUE
"0536284bf635186f492d7c537f44d108"	1298596	"NR_116747.1"	"[Ruminococcus] faecis JCM 15917 strain Eg2 16S ribosomal RNA, partial sequence"	331	332	323	97.289	562	5.49e-160	304	1298596	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis"	"[Ruminococcus]_faecis"	"[Ruminococcus]_faecis;332;97.289"	0.996987951807229	TRUE	TRUE	TRUE
"053a2310704289edab7b16e3a5c93380"	1408099	"NR_178255.1"	"Fusimonas intestini strain AJ110941 16S ribosomal RNA, partial sequence"	332	332	323	97.289	564	1.53e-160	305	1408099	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Fusimonas;s__Fusimonas intestini"	"Fusimonas_intestini"	"Fusimonas_intestini;332;97.289"	1	TRUE	TRUE	TRUE
"05679f7f725fc1142f5a3eb0e59d10d2"	2880703	"NR_181880.1"	"Sangeribacter muris strain A43 16S ribosomal RNA, partial sequence"	331	331	329	99.396	601	1.16e-171	325	2880703	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sangeribacter;s__Sangeribacter muris"	"Sangeribacter_muris"	"Sangeribacter_muris;331;99.396"	1	TRUE	TRUE	TRUE
"058cff41e78e84d23d6b6f80d83c88ff"	239935	"NR_074436.1"	"Akkermansia muciniphila strain ATCC BAA-835 16S ribosomal RNA, partial sequence"	364	348	348	100	643	0	348	239935	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila"	"Akkermansia_muciniphila"	"Akkermansia_muciniphila;348;100"	1.04597701149425	TRUE	TRUE	TRUE
"05cb0bc4e3eb81957d8bd161a234bc2c"	2735723	"NR_181198.1"	"Turicibacter bilis strain MMM721 16S ribosomal RNA, partial sequence"	234	234	233	99.573	427	1.44e-119	231	2735723	"k__Bacteria;p__Bacillota;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter bilis"	"Turicibacter_bilis"	"Turicibacter_bilis;Turicibacter_sanguinis;234;99.573"	1	TRUE	TRUE	TRUE
"06014bafb4db6f3673399295b7dd2f35"	2726362	"NR_181263.1"	"Faecalicatena faecalis strain AGMB00832 16S ribosomal RNA, partial sequence"	215	215	211	98.14	375	4.8e-104	203	2726362	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena faecalis"	"Faecalicatena_faecalis"	"Faecalicatena_faecalis;Sporofaciens_musculi;215;98.14"	1	TRUE	TRUE	TRUE
"063744fa1792fe9f865e0c4f05c9e21d"	324831	"NR_075051.2"	"Lactobacillus gasseri ATCC 33323 = JCM 1131 16S ribosomal RNA, complete sequence"	200	200	200	100	370	2.06e-102	200	324831	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri"	"Lactobacillus_gasseri"	"Lactobacillus_gasseri;Lactobacillus_hominis;Lactobacillus_johnsonii;Lactobacillus_paragasseri;Lactobacillus_taiwanensis;200;100"	1	TRUE	TRUE	TRUE
"063fce938a49c279d4fa3ce3c25843d2"	456493	"NR_044375.1"	"Saccharibacillus sacchari strain GR21 16S ribosomal RNA, partial sequence"	304	304	304	100	562	5.01e-160	304	456493	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Saccharibacillus;s__Saccharibacillus sacchari"	"Saccharibacillus_sacchari"	"Saccharibacillus_sacchari;304;100"	1	TRUE	TRUE	TRUE
"0645075d663c1bc0c118acdb123c6258"	1613	"NR_113335.1"	"Limosilactobacillus fermentum strain NBRC 15885 16S ribosomal RNA, partial sequence"	332	332	332	100	614	1.5e-175	332	1613	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum"	"Limosilactobacillus_fermentum"	"Limosilactobacillus_fermentum;332;100"	1	TRUE	TRUE	TRUE
"065d03c5908f54b5c09da9c02371accb"	1353888	"NR_152013.1"	"Achromobacter agilis strain LMG 3411 16S ribosomal RNA, partial sequence"	286	286	286	100	529	4.75e-150	286	1353888	"k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__Achromobacter agilis"	"Achromobacter_agilis"	"Achromobacter_agilis;Achromobacter_anxifer;Achromobacter_denitrificans;Achromobacter_dolens;Achromobacter_insuavis;Achromobacter_veterisilvae;Achromobacter_xylosoxidans;Bordetella_hinzii;Bordetella_tumulicola;286;100"	1	TRUE	TRUE	TRUE
"06896deaa2df872e8b51b9edb47a4ab8"	239935	"NR_074436.1"	"Akkermansia muciniphila strain ATCC BAA-835 16S ribosomal RNA, partial sequence"	363	351	349	99.43	636	0	344	239935	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila"	"Akkermansia_muciniphila"	"Akkermansia_muciniphila;351;99.43"	1.03418803418803	TRUE	TRUE	TRUE
"0706906016800265036377a39e46906b"	324831	"NR_075051.2"	"Lactobacillus gasseri ATCC 33323 = JCM 1131 16S ribosomal RNA, complete sequence"	296	272	272	100	503	2.99e-142	272	324831	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri"	"Lactobacillus_gasseri"	"Lactobacillus_gasseri;Lactobacillus_hominis;Lactobacillus_johnsonii;Lactobacillus_paragasseri;Lactobacillus_taiwanensis;272;100"	1.08823529411765	TRUE	TRUE	TRUE
"070fa29977f805abf99bc8e256cdfe12"	324831	"NR_075051.2"	"Lactobacillus gasseri ATCC 33323 = JCM 1131 16S ribosomal RNA, complete sequence"	278	278	278	100	514	1.29e-145	278	324831	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri"	"Lactobacillus_gasseri"	"Lactobacillus_gasseri;Lactobacillus_hominis;Lactobacillus_johnsonii;Lactobacillus_paragasseri;Lactobacillus_taiwanensis;278;100"	1	TRUE	TRUE	TRUE
"0720260e138c007da6fdc6c64921d13e"	2584121	"NR_173546.1"	"Antrihabitans stalactiti strain YC2-7 16S ribosomal RNA, partial sequence"	333	333	333	100	616	4.18e-176	333	2584121	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Corynebacteriales;f__Nocardiaceae;g__Antrihabitans;s__Antrihabitans stalactiti"	"Antrihabitans_stalactiti"	"Antrihabitans_stalactiti;Antrihabitans_stalagmiti;Rhodococcus_cavernicola;Rhodococcus_corynebacterioides;Rhodococcus_trifolii;333;100"	1	TRUE	TRUE	TRUE
"0759f2fa05944b1f868a40e9fab56c02"	2763669	"NR_181395.1"	"Qiania dongpingensis strain NSJ-38 16S ribosomal RNA, partial sequence"	332	332	323	97.289	564	1.53e-160	305	2763669	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Qiania;s__Qiania dongpingensis"	"Qiania_dongpingensis"	"Qiania_dongpingensis;332;97.289"	1	TRUE	TRUE	TRUE
"07b4d9fab0b119fee21cc1bdf8285327"	1616110	"NR_148779.1"	"Promicromonospora alba strain 1C-HV12 16S ribosomal RNA, partial sequence"	333	333	332	99.7	610	1.95e-174	330	1616110	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Promicromonosporaceae;g__Promicromonospora;s__Promicromonospora alba"	"Promicromonospora_alba"	"Promicromonospora_alba;Promicromonospora_iranensis;Promicromonospora_kermanensis;Promicromonospora_vindobonensis;333;99.7"	1	TRUE	TRUE	TRUE
"07c32da28d37c6ab7203042628a4ecae"	1045774	"NR_118013.1"	"Nocardioides lianchengensis strain D94-1 16S ribosomal RNA, partial sequence"	333	333	333	100	616	4.18e-176	333	1045774	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__Nocardioides lianchengensis"	"Nocardioides_lianchengensis"	"Nocardioides_lianchengensis;333;100"	1	TRUE	TRUE	TRUE
"080fc8ce1b13b4cdfe102f208664c097"	1368429	"NR_115996.1"	"Rhizobium soli DS-42 16S ribosomal RNA, partial sequence"	330	330	330	100	610	1.93e-174	330	1368429	"k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium soli"	"Rhizobium_soli"	"Rhizobium_soli;330;100"	1	TRUE	TRUE	TRUE
"08da7189d81ea867acaab559feccab3e"	2847858	"NR_179378.1"	"Fundicoccus fermenti strain F-1 16S ribosomal RNA, partial sequence"	332	332	326	98.193	580	1.52e-165	314	2847858	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Fundicoccus;s__Fundicoccus fermenti"	"Fundicoccus_fermenti"	"Fundicoccus_fermenti;Fundicoccus_ignavus;332;98.193"	1	TRUE	TRUE	TRUE
"0905567e0a47375b7f197c0889aa448a"	36826	"NR_029157.1"	"Clostridium botulinum A strain ELTDK 103 16S ribosomal RNA, partial sequence"	332	332	332	100	614	1.5e-175	332	36826	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium botulinum"	"Clostridium_botulinum"	"Clostridium_botulinum;Clostridium_combesii;Clostridium_sporogenes;332;100"	1	TRUE	TRUE	TRUE
"090c4c9a3385472175361835fd66f0b4"	46867	"NR_026013.1"	"Clostridium chauvoei strain 2585 16S ribosomal RNA, partial sequence"	332	332	326	98.193	580	1.52e-165	314	46867	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium chauvoei"	"Clostridium_chauvoei"	"Clostridium_chauvoei;332;98.193"	1	TRUE	TRUE	TRUE
"092aa18d59d9732444c422cd33384bf7"	28446	"NR_113408.1"	"Anaerotignum propionicum strain JCM 1430 16S ribosomal RNA, partial sequence"	328	328	328	100	606	2.48e-173	328	28446	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Anaerotignum;s__Anaerotignum propionicum"	"Anaerotignum_propionicum"	"Anaerotignum_propionicum;328;100"	1	TRUE	TRUE	TRUE
"096f618a0a76240fc0b4144c39b9e28e"	1755098	"NR_179438.1"	"Brachybacterium massiliense strain MT5 16S ribosomal RNA, partial sequence"	333	333	333	100	616	4.18e-176	333	1755098	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium;s__Brachybacterium massiliense"	"Brachybacterium_massiliense"	"Brachybacterium_massiliense;Brachybacterium_tyrofermentans;333;100"	1	TRUE	TRUE	TRUE
"0979959228c6f998b43e5b46b14ec14d"	747645	"NR_117374.1"	"Parvibacter caecicola strain NR06 16S ribosomal RNA, partial sequence"	328	330	324	98.182	573	2.51e-163	310	747645	"k__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Parvibacter;s__Parvibacter caecicola"	"Parvibacter_caecicola"	"Parvibacter_caecicola;330;98.182"	0.993939393939394	TRUE	TRUE	TRUE
"09d372bdd6d163c2fbe1ea9b50778f0f"	1930060	"NR_158011.1"	"Arenivirga flava strain HIs16-32 16S ribosomal RNA, partial sequence"	325	325	325	100	601	1.14e-171	325	1930060	"k__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;g__Arenivirga;s__Arenivirga flava"	"Arenivirga_flava"	"Arenivirga_flava;325;100"	1	TRUE	TRUE	TRUE
"09dd9037f8482a59ff7af930c45539be"	2683708	"NR_180899.1"	"Anaeromonas frigoriresistens strain D2Q-11 16S ribosomal RNA, partial sequence"	329	330	322	97.576	564	1.52e-160	305	2683708	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Anaeromonas;s__Anaeromonas frigoriresistens"	"Anaeromonas_frigoriresistens"	"Anaeromonas_frigoriresistens;330;97.576"	0.996969696969697	TRUE	TRUE	TRUE
"09e040fbe6372650d5b697ae99950871"	1140002	"NR_114777.2"	"Enterococcus avium ATCC 14025 16S ribosomal RNA, partial sequence"	332	332	331	99.699	608	6.97e-174	329	1140002	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus avium"	"Enterococcus_avium"	"Enterococcus_avium;Enterococcus_devriesei;Enterococcus_florum;Enterococcus_gilvus;Enterococcus_hulanensis;Enterococcus_malodoratus;Enterococcus_pallens;Enterococcus_pingfangensis;Enterococcus_pseudoavium;Enterococcus_raffinosus;Enterococcus_viikkiensis;Enterococcus_xiangfangensis;332;99.699"	1	TRUE	TRUE	TRUE
"09eb23729933496c4ab29202e1e214de"	1473572	"NR_145559.1"	"Paenibacillus populi strain LAM0705 16S ribosomal RNA, partial sequence"	331	331	329	99.396	601	1.16e-171	325	1473572	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus populi"	"Paenibacillus_populi"	"Paenibacillus_populi;331;99.396"	1	TRUE	TRUE	TRUE
"0a22f9c90ec26cbc7706b52f324c8276"	324831	"NR_075051.2"	"Lactobacillus gasseri ATCC 33323 = JCM 1131 16S ribosomal RNA, complete sequence"	361	350	347	99.143	628	5.86e-180	340	324831	"k__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri"	"Lactobacillus_gasseri"	"Lactobacillus_gasseri;Lactobacillus_hominis;Lactobacillus_johnsonii;Lactobacillus_paragasseri;Lactobacillus_taiwanensis;350;99.143"	1.03142857142857	TRUE	TRUE	TRUE
"0a2589012a64a7199ae00939baae6b79"	1236513	"NR_113206.1"	"Bacteroides faecichinchillae JCM 17102 16S ribosomal RNA, partial sequence"	297	297	297	100	549	3.8e-156	297	1236513	"k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecichinchillae"	"Bacteroides_faecichinchillae"	"Bacteroides_faecichinchillae;Bacteroides_faecis;Bacteroides_thetaiotaomicron;297;100"	1	TRUE	TRUE	TRUE
"0a29bb8893c961c23d1291932e45b7c3"	239935	"NR_074436.1"	"Akkermansia muciniphila strain ATCC BAA-835 16S ribosomal RNA, partial sequence"	257	257	257	100	475	5.61e-134	257	239935	"k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila"	"Akkermansia_muciniphila"	"Akkermansia_muciniphila;257;100"	1	TRUE	TRUE	TRUE
"0a58621c7529c6c95b64d4fb81a768ee"	456493	"NR_044375.1"	"Saccharibacillus sacchari strain GR21 16S ribosomal RNA, partial sequence"	331	331	330	99.698	606	2.5e-173	328	456493	"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Saccharibacillus;s__Saccharibacillus sacchari"	"Saccharibacillus_sacchari"	"Saccharibacillus_sacchari;331;99.698"	1	TRUE	TRUE	TRUE
"0add571b7280fc3f07a7462a0828621b"	411470	"NR_036800.1"	"[Ruminococcus] gnavus ATCC 29149 16S ribosomal RNA, partial sequence"	331	331	331	100	612	5.37e-175	331	411470	"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Mediterraneibacter;s__[Ruminococcus] gnavus"	"[Ruminococcus]_gnavus"	"[Ruminococcus]_gnavus;331;100"	1	TRUE	TRUE	TRUE
